dataset,horizon,scenario,model,mae,rmse,mape,r2,n_train,n_test,train_start,train_end,test_start,test_end,features
injection,24,seasonal_baseline,seasonal_naive,568481.5300539538,721314.9794659123,69.86774087293828,-0.7877686209346559,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,total_injection_weekly_direct_h24
injection,24,with_lag1,ridge,395163.48636223044,491312.8277264867,54.74442293081846,0.17037326517591622,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,with_lag1,lasso,407925.64953385503,495589.32924399583,58.74123633693061,0.15586788015797604,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,with_lag1,random_forest,474067.28079892125,594371.0848873747,70.09912761977844,-0.21417665764708604,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,with_lag1,gradient_boosting,420514.37230654084,512089.8586537177,61.44170433917482,0.09872176662855026,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,without_lag1,ridge,419989.1112666928,510923.6380466256,58.904373710227794,0.10282218911724594,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,without_lag1,lasso,432795.8945250687,517868.47174400254,62.735973357890565,0.07826628055923346,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,without_lag1,random_forest,532505.8275360118,657017.0209657688,79.32890873991266,-0.4836100740503697,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,without_lag1,gradient_boosting,446963.7810961599,537950.956324422,66.48105112362845,0.005392110203924938,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,calendar_seasonal,ridge,437852.50648299756,525806.7794620986,62.150722092149294,0.049791535328955305,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,calendar_seasonal,lasso,447213.6985054241,530409.2284213726,65.71766223412826,0.0330841588719295,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,calendar_seasonal,random_forest,492079.7312646163,595534.9438028882,72.16347363545566,-0.21893635714816395,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,calendar_seasonal,gradient_boosting,463342.1406981943,549833.5675375921,68.008594917524,-0.039032261634381005,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,24,weather_enriched,ridge,390146.3575668235,487494.36047342286,54.34144365822887,0.1832188166195019,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,24,weather_enriched,lasso,401073.06736913114,493242.37463765126,57.12308016416142,0.1638440355114218,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,24,weather_enriched,random_forest,456512.58872546605,569282.0980011038,66.36742034005883,-0.11383686056069942,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,24,weather_enriched,gradient_boosting,414166.2036023197,503738.81155572424,60.16513973119214,0.12787776592991185,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,168,seasonal_baseline,seasonal_naive,575938.178547064,735212.1384541277,73.03566636116983,-0.8578050602608172,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,total_injection_weekly_direct_h168
injection,168,with_lag1,ridge,447399.29187106265,532201.9669375209,63.75740262642915,0.026796717638497336,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,with_lag1,lasso,452004.32699967915,533880.3276829071,66.67994620755174,0.020648819567467114,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,with_lag1,random_forest,503512.4798320928,610374.5956063786,74.91463789937308,-0.2800988679994836,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,with_lag1,gradient_boosting,473051.7834530055,558349.4543422359,69.50100093483057,-0.07118086610440977,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,without_lag1,ridge,447396.78653768345,532200.5976528539,63.758020544633645,0.02680172547650217,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,without_lag1,lasso,452004.32699967915,533880.3276829071,66.67994620755174,0.020648819567467114,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,without_lag1,random_forest,503893.51321053127,611378.8643757388,74.95414230348484,-0.284314708282573,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,without_lag1,gradient_boosting,472257.16424637806,556549.3514792665,69.60947542473963,-0.06428508626586571,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,calendar_seasonal,ridge,444514.4613221643,529807.2910060476,63.04613113745429,0.035534991795905024,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,calendar_seasonal,lasso,452004.43077404064,533880.4042590581,66.67997612404702,0.020648538624546298,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,calendar_seasonal,random_forest,497667.8003091333,605885.1963989366,70.7183230909364,-0.2613374702950728,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,calendar_seasonal,gradient_boosting,463797.86110659223,550158.3584865456,66.97678128213728,-0.03998253369326177,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear"
injection,168,weather_enriched,ridge,456193.2287106511,543870.8311294834,66.08237553647392,-0.016347326620694158,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,168,weather_enriched,lasso,450900.52229024813,534987.8857678183,66.53273766416316,0.01658119100643407,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,168,weather_enriched,random_forest,495059.0473615501,590369.803004783,74.53688546017693,-0.19756442266489005,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
injection,168,weather_enriched,gradient_boosting,473044.1267446107,556303.4923068851,70.85639422135071,-0.06334498471376171,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear,temperatura,radiacao,intensidadeventokm,precacumulada,humidade,pressao,hdd_18,cdd_22,heavy_rain_flag,strong_wind_flag"
