dataset,horizon,scenario_with_lag1,model,mae_with_lag1,rmse_with_lag1,mape_with_lag1,r2_with_lag1,n_train_with_lag1,n_test_with_lag1,train_start_with_lag1,train_end_with_lag1,test_start_with_lag1,test_end_with_lag1,features_with_lag1,scenario_without_lag1,mae_without_lag1,rmse_without_lag1,mape_without_lag1,r2_without_lag1,n_train_without_lag1,n_test_without_lag1,train_start_without_lag1,train_end_without_lag1,test_start_without_lag1,test_end_without_lag1,features_without_lag1,mae_change_pct,rmse_change_pct
injection,1,with_lag1,ridge,101279.2808117804,134578.3728947546,11.729808985951133,0.9377192781946612,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,266802.39151992335,342106.3981906956,34.130037007399,0.5975374412886755,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",163.43235198890747,154.20607400138192
injection,1,with_lag1,lasso,101310.52999730916,134381.59882393555,11.744913874836667,0.9379012728405,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,272503.2456957945,346380.0299548346,35.344386816302574,0.5874194203688554,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",168.97820562485686,157.75852719884344
injection,1,with_lag1,random_forest,103295.15014220444,137849.5612105154,11.834957773076912,0.9346547736190776,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,287418.87610284245,371099.4776601393,37.61747516639202,0.5264304424233733,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",178.25011697757196,169.20613631364333
injection,1,with_lag1,gradient_boosting,102796.89310207868,136182.8052865876,12.08074460284926,0.9362254147249508,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,274232.6987549295,345420.5116354101,36.018062368103664,0.5897020595064097,14032,3509,2024-01-01 00:00:00+00:00,2025-08-07 16:00:00+00:00,2025-08-07 17:00:00+00:00,2025-12-31 22:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h1,total_injection_weekly_direct_h1,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",166.7713882000429,153.64473209998556
injection,6,with_lag1,ridge,255507.29935936068,326660.8144519653,32.39169773407676,0.6331098594361713,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,318945.0455639176,404927.32381867495,42.247449763582246,0.4362375751448046,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",24.828154171569984,23.959564754657325
injection,6,with_lag1,lasso,257570.1255539981,326424.7455945797,33.06281585071756,0.6336399508129987,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,326919.260229223,410471.3952027518,44.11659937850287,0.4206943621488347,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",26.924370412160336,25.74763425336577
injection,6,with_lag1,random_forest,259218.5635859041,336485.7248712008,33.29699534139807,0.6107082063773803,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,362110.0943984119,462827.0772627476,50.42955529585229,0.2634885921004629,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",39.69296387926706,37.54731421070166
injection,6,with_lag1,gradient_boosting,255590.22233102075,323869.07671274216,33.553575909445584,0.6393541605028363,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,342396.31194543926,423526.0782658738,47.76206771599177,0.3832597767388748,14028,3508,2024-01-01 00:00:00+00:00,2025-08-07 12:00:00+00:00,2025-08-07 13:00:00+00:00,2025-12-31 17:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h6,total_injection_weekly_direct_h6,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",33.96299311559498,30.770767794395848
injection,24,with_lag1,ridge,395163.4863622304,491312.8277264867,54.74442293081846,0.1703732651759162,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,419989.1112666928,510923.6380466256,58.904373710227794,0.1028221891172459,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",6.282368123887272,3.991511968227335
injection,24,with_lag1,lasso,407925.64953385503,495589.32924399583,58.74123633693061,0.155867880157976,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,432795.8945250687,517868.47174400254,62.735973357890565,0.0782662805592334,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",6.096759303964672,4.495484705853681
injection,24,with_lag1,random_forest,474067.2807989213,594371.0848873747,70.09912761977844,-0.214176657647086,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,532505.8275360118,657017.0209657687,79.32890873991266,-0.4836100740503692,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",12.3270575937253,10.53986939661855
injection,24,with_lag1,gradient_boosting,420514.3723065408,512089.8586537177,61.44170433917482,0.0987217666285502,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,446963.7810961599,537950.956324422,66.48105112362845,0.0053921102039249,14014,3504,2024-01-01 00:00:00+00:00,2025-08-06 22:00:00+00:00,2025-08-06 23:00:00+00:00,2025-12-30 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h24,total_injection_weekly_direct_h24,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",6.28977522089027,5.050109318449136
injection,168,with_lag1,ridge,447399.29187106265,532201.9669375209,63.75740262642915,0.0267967176384973,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,447396.78653768345,532200.5976528539,63.758020544633645,0.0268017254765021,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",-0.0005599770551145689,-0.00025728666033231207
injection,168,with_lag1,lasso,452004.3269996792,533880.3276829071,66.67994620755174,0.0206488195674671,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,452004.3269996792,533880.3276829071,66.67994620755174,0.0206488195674671,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",0.0,0.0
injection,168,with_lag1,random_forest,503512.4798320928,610374.5956063786,74.91463789937308,-0.2800988679994836,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,503893.5132105313,611378.8643757388,74.95414230348484,-0.284314708282573,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",0.07567506143355551,0.16453318611047152
injection,168,with_lag1,gradient_boosting,473051.7834530055,558349.4543422359,69.50100093483057,-0.0711808661044097,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_1,total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",without_lag1,472257.16424637806,556549.3514792665,69.60947542473963,-0.0642850862658657,13899,3475,2024-01-01 00:00:00+00:00,2025-08-02 03:00:00+00:00,2025-08-02 04:00:00+00:00,2025-12-24 23:00:00+00:00,"total_injection_lag_24,total_injection_lag_168,total_injection_rollmean_24,total_injection_rollmean_168,total_injection_daily_direct_h168,total_injection_weekly_direct_h168,forecast_is_holiday,forecast_is_workday,forecast_is_weekend,forecast_dayofyear,forecast_weekofyear,forecast_quarter,forecast_is_month_start,forecast_is_month_end,forecast_sin_hour,forecast_cos_hour,forecast_sin_dayofyear,forecast_cos_dayofyear",-0.16797721400121368,-0.3223971742015941
